text,label
가장 싼 스타일로.,select_style_simple
스타일 선택은 심플.,select_style_simple
플라스틱 쟁반으로.,select_style_simple
와인잔은 플라스틱.,select_style_simple
기본 서빙 스타일.,select_style_simple
추가 없이 심플.,select_style_simple
기본 세팅.,select_style_simple
심플 스타일로 부탁드려요.,select_style_simple
플라스틱 접시와 컵으로.,select_style_simple
기본 종이 냅킨.,select_style_simple
제일 저렴한 걸로.,select_style_simple
스타일은 심플하게.,select_style_simple
플라스틱 쟁반에.,select_style_simple
와인잔은 플라스틱 컵으로.,select_style_simple
기본으로 주세요.,select_style_simple
"추가 안 할게요, 심플.",select_style_simple
가장 기본.,select_style_simple
심플 옵션으로.,select_style_simple
플라스틱으로 다 주세요.,select_style_simple
종이 냅킨 세팅.,select_style_simple
가장 저렴한 옵션.,select_style_simple
심플로 할게요.,select_style_simple
플라스틱 쟁반에 담아주세요.,select_style_simple
와인잔은 플라스틱으로.,select_style_simple
서빙은 기본 스타일.,select_style_simple
심플로 그냥 주세요.,select_style_simple
기본 세팅으로 부탁드려요.,select_style_simple
심플하게.,select_style_simple
플라스틱 식기 세트.,select_style_simple
냅킨은 종이로.,select_style_simple
제일 싼 옵션.,select_style_simple
스타일은 심플.,select_style_simple
쟁반은 플라스틱.,select_style_simple
플라스틱 와인잔.,select_style_simple
기본 서빙.,select_style_simple
그랜드 스타일로 업그레이드해주세요.,select_style_grand
나무 쟁반에 나오는 그랜드 스타일로 할게요.,select_style_grand
"도자기 접시로 부탁드려요, 그랜드로.",select_style_grand
냅킨은 흰색 면으로 나오는 스타일로.,select_style_grand
스타일은 그랜드로 선택.,select_style_grand
중간 등급 스타일로 주문할게.,select_style_grand
와인잔은 플라스틱이지만 접시는 도자기로.,select_style_grand
그랜드 스타일로 차려줘.,select_style_grand
나무 쟁반 세팅으로 할게요.,select_style_grand
그랜드 옵션 추가.,select_style_grand
그랜드 스타일로.,select_style_grand
나무 쟁반으로.,select_style_grand
도자기 식기로.,select_style_grand
흰색 면 냅킨.,select_style_grand
중간 스타일로.,select_style_grand
접시는 도자기.,select_style_grand
그랜드 세팅으로.,select_style_grand
그랜드 옵션.,select_style_grand
그랜드 스타일로 부탁드려요.,select_style_grand
나무 쟁반에 주세요.,select_style_grand
도자기 접시와 컵으로.,select_style_grand
면 냅킨으로.,select_style_grand
중간 등급으로.,select_style_grand
"접시는 도자기로, 컵은 플라스틱.",select_style_grand
그랜드 스타일로 차려주세요.,select_style_grand
나무 쟁반 세팅.,select_style_grand
그랜드로 할게요.,select_style_grand
나무 쟁반 옵션.,select_style_grand
도자기 식기 세트.,select_style_grand
흰색 면 냅킨으로.,select_style_grand
중간 스타일.,select_style_grand
접시만 도자기로.,select_style_grand
그랜드 세팅.,select_style_grand
그랜드 추가.,select_style_grand
그랜드 스타일로 업그레이드.,select_style_grand
나무 쟁반에 담아주세요.,select_style_grand
도자기 식기로 부탁드려요.,select_style_grand
흰색 면 냅킨으로 주세요.,select_style_grand
중간 등급 스타일.,select_style_grand
"접시는 도자기로, 와인잔은 플라스틱.",select_style_grand
그랜드 스타일로 세팅해주세요.,select_style_grand
나무 쟁반으로 부탁드려요.,select_style_grand
그랜드로.,select_style_grand
나무 쟁반 옵션 추가.,select_style_grand
도자기 식기로.,select_style_grand
면 냅킨으로.,select_style_grand
중간 스타일로 할게요.,select_style_grand
접시만 도자기로 업그레이드.,select_style_grand
디럭스 스타일로 가장 좋게 주문할게요.,select_style_deluxe
꽃병도 같이 오는 디럭스로.,select_style_deluxe
와인잔은 유리잔으로 나오는 디럭스 스타일로 해주세요.,select_style_deluxe
린넨 냅킨으로 품격있게.,select_style_deluxe
최고급 스타일인 디럭스로 선택.,select_style_deluxe
이왕 먹는 거 제일 비싼 스타일로.,select_style_deluxe
작은 꽃병 장식 추가되는 걸로.,select_style_deluxe
디럭스 스타일로 부탁드려요.,select_style_deluxe
유리잔에 와인 마시게 디럭스로.,select_style_deluxe
가장 좋은 옵션으로.,select_style_deluxe
디럭스 스타일로.,select_style_deluxe
꽃병 장식.,select_style_deluxe
유리잔 와인잔.,select_style_deluxe
린넨 냅킨.,select_style_deluxe
최고급 스타일.,select_style_deluxe
제일 비싼 옵션.,select_style_deluxe
꽃병 추가.,select_style_deluxe
디럭스로.,select_style_deluxe
유리 와인잔.,select_style_deluxe
가장 좋은 걸로.,select_style_deluxe
디럭스 스타일로 주문.,select_style_deluxe
꽃병 있는 걸로.,select_style_deluxe
와인잔은 유리로.,select_style_deluxe
린넨 냅킨으로.,select_style_deluxe
최고급으로.,select_style_deluxe
제일 비싼 걸로 할게요.,select_style_deluxe
꽃 장식 추가.,select_style_deluxe
디럭스 옵션.,select_style_deluxe
유리잔으로 주세요.,select_style_deluxe
가장 좋은 세팅.,select_style_deluxe
디럭스로 업그레이드.,select_style_deluxe
꽃병 장식 포함.,select_style_deluxe
와인잔은 유리잔으로 부탁드려요.,select_style_deluxe
냅킨은 린넨으로.,select_style_deluxe
최고급 옵션으로.,select_style_deluxe
가장 비싼 스타일.,select_style_deluxe
꽃병도 같이 주세요.,select_style_deluxe
디럭스 세팅으로.,select_style_deluxe
유리잔 와인.,select_style_deluxe
가장 좋은 스타일로.,select_style_deluxe
디럭스로 주문할게요.,select_style_deluxe
꽃병 포함된 걸로.,select_style_deluxe
와인잔 유리로.,select_style_deluxe
린넨 냅킨으로 주세요.,select_style_deluxe
최고급 스타일로.,select_style_deluxe
제일 비싼 옵션으로.,select_style_deluxe
꽃 장식 추가해주세요.,select_style_deluxe
디럭스로.,select_style_deluxe
